drug1,drug2,cell,label
Dexrazoxane,Crizotinib,SK-MEL-2,0
Dexrazoxane,Crizotinib,T-47D,0
Dexrazoxane,Crizotinib,UO-31,1
Dexrazoxane,Ruxolitinib,HS 578T,1
Dexrazoxane,Ruxolitinib,HT29,0
Dexrazoxane,Ruxolitinib,IGROV1,0
Dexrazoxane,Ruxolitinib,LOX IMVI,1
Dexrazoxane,Ruxolitinib,MCF7,0
Dexrazoxane,Ruxolitinib,NCI-H460,0
Dexrazoxane,Ruxolitinib,PC-3,0
Dexrazoxane,Ruxolitinib,RPMI-8226,0
Dexrazoxane,Ruxolitinib,SK-MEL-2,0
Dexrazoxane,Ruxolitinib,T-47D,0
Dexrazoxane,Ruxolitinib,UO-31,1
Dexrazoxane,Vemurafenib,HS 578T,0
Dexrazoxane,Vemurafenib,HT29,1
Dexrazoxane,Vemurafenib,IGROV1,0
Dexrazoxane,Vemurafenib,LOX IMVI,1
Dexrazoxane,Vemurafenib,MCF7,0
Dexrazoxane,Vemurafenib,NCI-H460,0
Dexrazoxane,Vemurafenib,PC-3,0
Dexrazoxane,Vemurafenib,RPMI-8226,0
Dexrazoxane,Vemurafenib,SK-MEL-2,0
Dexrazoxane,Vemurafenib,T-47D,1
Dexrazoxane,Vemurafenib,UO-31,1
Dexrazoxane,Everolimus,HS 578T,0
Dexrazoxane,Everolimus,HT29,1
Dexrazoxane,Everolimus,IGROV1,1
Dexrazoxane,Everolimus,LOX IMVI,1
Dexrazoxane,Everolimus,MCF7,0
Dexrazoxane,Everolimus,NCI-H460,1
Dexrazoxane,Everolimus,PC-3,0
Dexrazoxane,Everolimus,RPMI-8226,0
Dexrazoxane,Everolimus,SK-MEL-2,0
Dexrazoxane,Everolimus,T-47D,0
Dexrazoxane,Everolimus,UO-31,1
Dexrazoxane,Dacarbazine,HS 578T,1
Dexrazoxane,Dacarbazine,HT29,0
Dexrazoxane,Dacarbazine,IGROV1,1
Dexrazoxane,Dacarbazine,LOX IMVI,1
Dexrazoxane,Dacarbazine,MCF7,0
Dexrazoxane,Dacarbazine,NCI-H460,1
Dexrazoxane,Dacarbazine,PC-3,1
Dexrazoxane,Dacarbazine,RPMI-8226,0
Dexrazoxane,Dacarbazine,SK-MEL-2,0
Dexrazoxane,Dacarbazine,T-47D,1
Dexrazoxane,Dacarbazine,UO-31,0
Dexrazoxane,Allopurinol,HS 578T,0
Dexrazoxane,Allopurinol,HT29,0
Dexrazoxane,Allopurinol,IGROV1,0
Dexrazoxane,Allopurinol,LOX IMVI,0
Dexrazoxane,Allopurinol,MCF7,0
Dexrazoxane,Allopurinol,NCI-H460,0
Dexrazoxane,Allopurinol,PC-3,0
Dexrazoxane,Allopurinol,RPMI-8226,0
Dexrazoxane,Allopurinol,SK-MEL-2,0
Dexrazoxane,Allopurinol,T-47D,0
Dexrazoxane,Allopurinol,UO-31,1
Fulvestrant,Clofarabine,HS 578T,0
Fulvestrant,Clofarabine,HT29,1
Fulvestrant,Clofarabine,IGROV1,0
Fulvestrant,Clofarabine,LOX IMVI,0
Fulvestrant,Clofarabine,MCF7,0
Fulvestrant,Clofarabine,NCI-H460,0
Fulvestrant,Clofarabine,PC-3,0
Fulvestrant,Clofarabine,RPMI-8226,0
Fulvestrant,Clofarabine,T-47D,0
Fulvestrant,Clofarabine,UO-31,0
Fulvestrant,Gefitinib,HS 578T,0
Fulvestrant,Gefitinib,HT29,1
Fulvestrant,Gefitinib,IGROV1,0
Fulvestrant,Gefitinib,LOX IMVI,0
Fulvestrant,Gefitinib,MCF7,1
Fulvestrant,Gefitinib,NCI-H460,1
Fulvestrant,Gefitinib,PC-3,1
Fulvestrant,Gefitinib,RPMI-8226,0
Fulvestrant,Gefitinib,SK-MEL-2,0
Fulvestrant,Gefitinib,T-47D,1
Fulvestrant,Gefitinib,UO-31,0
Fulvestrant,Methotrexate,HS 578T,0
Fulvestrant,Methotrexate,HT29,0
Fulvestrant,Methotrexate,IGROV1,0
Fulvestrant,Methotrexate,LOX IMVI,0
Fulvestrant,Methotrexate,MCF7,0
Fulvestrant,Methotrexate,PC-3,0
Fulvestrant,Methotrexate,RPMI-8226,0
Fulvestrant,Methotrexate,SK-MEL-2,0
Fulvestrant,Methotrexate,T-47D,1
Fulvestrant,Methotrexate,UO-31,0
Fulvestrant,Abiraterone,HS 578T,1
Fulvestrant,Abiraterone,HT29,1
Fulvestrant,Abiraterone,IGROV1,1
Fulvestrant,Abiraterone,MCF7,0
Fulvestrant,Abiraterone,NCI-H460,0
Fulvestrant,Abiraterone,PC-3,0
Fulvestrant,Abiraterone,RPMI-8226,0
Fulvestrant,Abiraterone,SK-MEL-2,1
Fulvestrant,Abiraterone,T-47D,1
Fulvestrant,Abiraterone,UO-31,0
Fulvestrant,Docetaxel,HS 578T,1
Fulvestrant,Docetaxel,HT29,1
Fulvestrant,Docetaxel,IGROV1,1
Fulvestrant,Docetaxel,LOX IMVI,1
Fulvestrant,Docetaxel,MCF7,1
Fulvestrant,Docetaxel,NCI-H460,0
Fulvestrant,Docetaxel,PC-3,1
Fulvestrant,Docetaxel,RPMI-8226,0
Fulvestrant,Docetaxel,UO-31,1
Fulvestrant,Erlotinib,HS 578T,0
Fulvestrant,Erlotinib,HT29,1
Fulvestrant,Erlotinib,IGROV1,0
Fulvestrant,Erlotinib,LOX IMVI,0
Fulvestrant,Erlotinib,MCF7,0
Fulvestrant,Erlotinib,NCI-H460,1
Fulvestrant,Erlotinib,PC-3,1
Fulvestrant,Erlotinib,RPMI-8226,0
Fulvestrant,Erlotinib,T-47D,1
Fulvestrant,Lapatinib,HS 578T,1
Fulvestrant,Lapatinib,HT29,0
Fulvestrant,Lapatinib,IGROV1,0
Fulvestrant,Lapatinib,LOX IMVI,1
Fulvestrant,Lapatinib,MCF7,0
Fulvestrant,Lapatinib,NCI-H460,1
Fulvestrant,Lapatinib,PC-3,1
Fulvestrant,Lapatinib,RPMI-8226,0
Fulvestrant,Lapatinib,T-47D,1
Fulvestrant,Lapatinib,UO-31,0
Fulvestrant,Sorafenib,HS 578T,0
Fulvestrant,Sorafenib,HT29,1
Fulvestrant,Sorafenib,IGROV1,0
Fulvestrant,Sorafenib,LOX IMVI,0
Fulvestrant,Sorafenib,MCF7,1
Fulvestrant,Sorafenib,NCI-H460,1
Fulvestrant,Sorafenib,RPMI-8226,0
Fulvestrant,Sorafenib,SK-MEL-2,1
Fulvestrant,Sorafenib,T-47D,0
Fulvestrant,Sorafenib,UO-31,0
Fulvestrant,Lenalidomide,HS 578T,0
Fulvestrant,Lenalidomide,HT29,1
Fulvestrant,Lenalidomide,IGROV1,0
Fulvestrant,Lenalidomide,LOX IMVI,0
Fulvestrant,Lenalidomide,MCF7,0
Fulvestrant,Lenalidomide,NCI-H460,1
Fulvestrant,Lenalidomide,PC-3,1
Fulvestrant,Lenalidomide,RPMI-8226,1
Fulvestrant,Lenalidomide,SK-MEL-2,0
Fulvestrant,Lenalidomide,T-47D,0
Fulvestrant,Lenalidomide,UO-31,0
Fulvestrant,Capecitabine,HS 578T,0
Fulvestrant,Capecitabine,HT29,0
Fulvestrant,Capecitabine,IGROV1,0
Fulvestrant,Capecitabine,LOX IMVI,0
Fulvestrant,Capecitabine,MCF7,0
Fulvestrant,Capecitabine,NCI-H460,1
Fulvestrant,Capecitabine,PC-3,0
Fulvestrant,Capecitabine,RPMI-8226,0
Fulvestrant,Capecitabine,T-47D,0
Fulvestrant,Capecitabine,UO-31,0
Fulvestrant,Tretinoin,HS 578T,1
Fulvestrant,Tretinoin,HT29,1
Fulvestrant,Tretinoin,IGROV1,0
Fulvestrant,Tretinoin,LOX IMVI,1
Fulvestrant,Tretinoin,MCF7,1
Fulvestrant,Tretinoin,NCI-H460,1
Fulvestrant,Tretinoin,PC-3,1
Fulvestrant,Tretinoin,RPMI-8226,0
Fulvestrant,Tretinoin,T-47D,0
Fulvestrant,Tretinoin,UO-31,0
Fulvestrant,Decitabine,HS 578T,1
Fulvestrant,Decitabine,HT29,1
Fulvestrant,Decitabine,IGROV1,0
Fulvestrant,Decitabine,LOX IMVI,0
Fulvestrant,Decitabine,NCI-H460,0
Fulvestrant,Decitabine,PC-3,0
Fulvestrant,Decitabine,RPMI-8226,0
Fulvestrant,Decitabine,SK-MEL-2,1
Fulvestrant,Decitabine,T-47D,0
Fulvestrant,Decitabine,UO-31,0
Fulvestrant,Teniposide,HS 578T,0
Fulvestrant,Teniposide,HT29,0
Fulvestrant,Teniposide,IGROV1,0
Fulvestrant,Teniposide,LOX IMVI,0
Fulvestrant,Teniposide,MCF7,1
Fulvestrant,Teniposide,NCI-H460,0
Fulvestrant,Teniposide,PC-3,0
Fulvestrant,Teniposide,RPMI-8226,0
Fulvestrant,Teniposide,SK-MEL-2,0
Fulvestrant,Teniposide,T-47D,0
Fulvestrant,Teniposide,UO-31,1
Fulvestrant,Dactinomycin,HS 578T,1
Fulvestrant,Dactinomycin,HT29,1
Fulvestrant,Dactinomycin,IGROV1,1
Fulvestrant,Dactinomycin,LOX IMVI,0
Fulvestrant,Dactinomycin,MCF7,1
Fulvestrant,Dactinomycin,NCI-H460,1
Fulvestrant,Dactinomycin,PC-3,1
Fulvestrant,Dactinomycin,RPMI-8226,0
Fulvestrant,Dactinomycin,T-47D,1
Fulvestrant,Dactinomycin,UO-31,1
Fulvestrant,Nilotinib,HS 578T,1
Fulvestrant,Nilotinib,HT29,1
Fulvestrant,Nilotinib,IGROV1,1
Fulvestrant,Nilotinib,LOX IMVI,0
Fulvestrant,Nilotinib,MCF7,0
Fulvestrant,Nilotinib,NCI-H460,1
Fulvestrant,Nilotinib,PC-3,1
Fulvestrant,Nilotinib,RPMI-8226,1
Fulvestrant,Nilotinib,T-47D,1
Fulvestrant,Nilotinib,UO-31,0
Fulvestrant,2-fluoroAraA (fludarabine),HS 578T,0
Fulvestrant,2-fluoroAraA (fludarabine),HT29,0
Fulvestrant,2-fluoroAraA (fludarabine),IGROV1,0
Fulvestrant,2-fluoroAraA (fludarabine),LOX IMVI,0
Fulvestrant,2-fluoroAraA (fludarabine),MCF7,0
Fulvestrant,2-fluoroAraA (fludarabine),NCI-H460,0
Fulvestrant,2-fluoroAraA (fludarabine),PC-3,1
Fulvestrant,2-fluoroAraA (fludarabine),RPMI-8226,1
Fulvestrant,2-fluoroAraA (fludarabine),T-47D,0
Fulvestrant,2-fluoroAraA (fludarabine),UO-31,0
Fulvestrant,Mercaptopurine,HS 578T,0
Fulvestrant,Mercaptopurine,HT29,0
Fulvestrant,Mercaptopurine,IGROV1,0
Fulvestrant,Mercaptopurine,LOX IMVI,0
Fulvestrant,Mercaptopurine,MCF7,0
Fulvestrant,Mercaptopurine,NCI-H460,0
Fulvestrant,Mercaptopurine,PC-3,0
Fulvestrant,Mercaptopurine,RPMI-8226,0
Fulvestrant,Mercaptopurine,SK-MEL-2,0
Fulvestrant,Mercaptopurine,T-47D,0
Fulvestrant,Mercaptopurine,UO-31,0
Fulvestrant,Dasatinib,HS 578T,1
Fulvestrant,Dasatinib,HT29,1
Fulvestrant,Dasatinib,IGROV1,0
Fulvestrant,Dasatinib,LOX IMVI,1
Fulvestrant,Dasatinib,MCF7,0
Fulvestrant,Dasatinib,NCI-H460,0
Fulvestrant,Dasatinib,PC-3,0
Fulvestrant,Dasatinib,RPMI-8226,0
Fulvestrant,Dasatinib,T-47D,1
Fulvestrant,Dasatinib,UO-31,1
Fulvestrant,Sirolimus (rapamycin),HS 578T,0
Fulvestrant,Sirolimus (rapamycin),HT29,1
Fulvestrant,Sirolimus (rapamycin),IGROV1,0
Fulvestrant,Sirolimus (rapamycin),LOX IMVI,1
Fulvestrant,Sirolimus (rapamycin),MCF7,0
Fulvestrant,Sirolimus (rapamycin),NCI-H460,0
Fulvestrant,Sirolimus (rapamycin),PC-3,1
Fulvestrant,Sirolimus (rapamycin),RPMI-8226,0
Fulvestrant,Sirolimus (rapamycin),T-47D,1
Fulvestrant,Sirolimus (rapamycin),UO-31,0
Fulvestrant,Sunitinib,HS 578T,1
Fulvestrant,Sunitinib,HT29,1
Fulvestrant,Sunitinib,IGROV1,1
Fulvestrant,Sunitinib,LOX IMVI,1
Fulvestrant,Sunitinib,MCF7,0
Fulvestrant,Sunitinib,NCI-H460,1
Fulvestrant,Sunitinib,PC-3,0
Fulvestrant,Sunitinib,RPMI-8226,0
Fulvestrant,Sunitinib,T-47D,0
Fulvestrant,Sunitinib,UO-31,1
Fulvestrant,Axitinib,HS 578T,1
Fulvestrant,Axitinib,HT29,1
Fulvestrant,Axitinib,IGROV1,1
Fulvestrant,Axitinib,LOX IMVI,1
Fulvestrant,Axitinib,MCF7,1
Fulvestrant,Axitinib,NCI-H460,0
Fulvestrant,Axitinib,PC-3,0
Fulvestrant,Axitinib,RPMI-8226,0
Fulvestrant,Axitinib,SK-MEL-2,0
Fulvestrant,Axitinib,T-47D,0
Fulvestrant,Axitinib,UO-31,0
Fulvestrant,Crizotinib,HS 578T,1
Fulvestrant,Crizotinib,HT29,1
Fulvestrant,Crizotinib,IGROV1,1
Fulvestrant,Crizotinib,LOX IMVI,1
Fulvestrant,Crizotinib,MCF7,1
Fulvestrant,Crizotinib,NCI-H460,0
Fulvestrant,Crizotinib,PC-3,0
Fulvestrant,Crizotinib,SK-MEL-2,0
Fulvestrant,Crizotinib,T-47D,1
Fulvestrant,Crizotinib,UO-31,1
Fulvestrant,Ruxolitinib,HS 578T,1
Fulvestrant,Ruxolitinib,HT29,0
Fulvestrant,Ruxolitinib,IGROV1,1
Fulvestrant,Ruxolitinib,LOX IMVI,1
Fulvestrant,Ruxolitinib,MCF7,0
Fulvestrant,Ruxolitinib,NCI-H460,0
Fulvestrant,Ruxolitinib,PC-3,0
Fulvestrant,Ruxolitinib,RPMI-8226,0
Fulvestrant,Ruxolitinib,SK-MEL-2,1
Fulvestrant,Ruxolitinib,T-47D,0
Fulvestrant,Ruxolitinib,UO-31,1
Fulvestrant,Vemurafenib,HS 578T,0
Fulvestrant,Vemurafenib,HT29,1
Fulvestrant,Vemurafenib,IGROV1,1
Fulvestrant,Vemurafenib,LOX IMVI,0
Fulvestrant,Vemurafenib,MCF7,1
Fulvestrant,Vemurafenib,NCI-H460,0
Fulvestrant,Vemurafenib,PC-3,1
Fulvestrant,Vemurafenib,RPMI-8226,1
Fulvestrant,Vemurafenib,SK-MEL-2,1
Fulvestrant,Vemurafenib,T-47D,1
Fulvestrant,Vemurafenib,UO-31,0
Fulvestrant,Everolimus,HS 578T,1
Fulvestrant,Everolimus,HT29,1
Fulvestrant,Everolimus,IGROV1,1
Fulvestrant,Everolimus,LOX IMVI,1
Fulvestrant,Everolimus,MCF7,1
Fulvestrant,Everolimus,NCI-H460,1
Fulvestrant,Everolimus,PC-3,1
Fulvestrant,Everolimus,RPMI-8226,0
Fulvestrant,Everolimus,T-47D,1
Fulvestrant,Everolimus,UO-31,1
Fulvestrant,Dacarbazine,HS 578T,0
Fulvestrant,Dacarbazine,HT29,0
Fulvestrant,Dacarbazine,IGROV1,0
Fulvestrant,Dacarbazine,LOX IMVI,0
Fulvestrant,Dacarbazine,MCF7,0
Fulvestrant,Dacarbazine,NCI-H460,1
Fulvestrant,Dacarbazine,PC-3,0
Fulvestrant,Dacarbazine,RPMI-8226,1
Fulvestrant,Dacarbazine,SK-MEL-2,0
Fulvestrant,Dacarbazine,T-47D,0
Fulvestrant,Dacarbazine,UO-31,0
Fulvestrant,Allopurinol,HS 578T,0
Fulvestrant,Allopurinol,HT29,0
Fulvestrant,Allopurinol,IGROV1,1
Fulvestrant,Allopurinol,LOX IMVI,1
Fulvestrant,Allopurinol,MCF7,0
Fulvestrant,Allopurinol,NCI-H460,0
Fulvestrant,Allopurinol,PC-3,1
Fulvestrant,Allopurinol,RPMI-8226,0
Fulvestrant,Allopurinol,SK-MEL-2,0
Fulvestrant,Allopurinol,T-47D,0
Fulvestrant,Allopurinol,UO-31,0
Clofarabine,Gefitinib,HS 578T,1
Clofarabine,Gefitinib,HT29,1
Clofarabine,Gefitinib,IGROV1,0
Clofarabine,Gefitinib,LOX IMVI,0
Clofarabine,Gefitinib,MCF7,1
Clofarabine,Gefitinib,NCI-H460,1
Clofarabine,Gefitinib,PC-3,1
Clofarabine,Gefitinib,RPMI-8226,0
Clofarabine,Gefitinib,SK-MEL-2,0
Clofarabine,Gefitinib,T-47D,0
Clofarabine,Gefitinib,UO-31,1
Clofarabine,Methotrexate,HT29,0
Clofarabine,Methotrexate,LOX IMVI,0
Clofarabine,Methotrexate,MCF7,0
Clofarabine,Methotrexate,NCI-H460,0
Clofarabine,Methotrexate,RPMI-8226,0
Clofarabine,Methotrexate,T-47D,0
Clofarabine,Methotrexate,UO-31,0
Clofarabine,Abiraterone,HS 578T,0
Clofarabine,Abiraterone,HT29,0
Clofarabine,Abiraterone,IGROV1,0
Clofarabine,Abiraterone,LOX IMVI,1
Clofarabine,Abiraterone,MCF7,1
Clofarabine,Abiraterone,NCI-H460,0
Clofarabine,Abiraterone,PC-3,0
Clofarabine,Abiraterone,RPMI-8226,0
Clofarabine,Abiraterone,SK-MEL-2,0
Clofarabine,Abiraterone,T-47D,0
Clofarabine,Abiraterone,UO-31,0
Clofarabine,Docetaxel,HS 578T,1
Clofarabine,Docetaxel,HT29,1
Clofarabine,Docetaxel,IGROV1,0
Clofarabine,Docetaxel,LOX IMVI,0
Clofarabine,Docetaxel,MCF7,0
Clofarabine,Docetaxel,NCI-H460,0
Clofarabine,Docetaxel,PC-3,0
Clofarabine,Docetaxel,RPMI-8226,0
Clofarabine,Docetaxel,T-47D,0
Clofarabine,Docetaxel,UO-31,0
Clofarabine,Erlotinib,HS 578T,0
Clofarabine,Erlotinib,HT29,0
Clofarabine,Erlotinib,IGROV1,0
Clofarabine,Erlotinib,LOX IMVI,0
Clofarabine,Erlotinib,MCF7,0
Clofarabine,Erlotinib,NCI-H460,0
Clofarabine,Erlotinib,PC-3,0
Clofarabine,Erlotinib,RPMI-8226,1
Clofarabine,Erlotinib,T-47D,0
Clofarabine,Erlotinib,UO-31,1
Clofarabine,Lapatinib,HS 578T,0
Clofarabine,Lapatinib,HT29,0
Clofarabine,Lapatinib,IGROV1,0
Clofarabine,Lapatinib,LOX IMVI,0
Clofarabine,Lapatinib,MCF7,1
Clofarabine,Lapatinib,NCI-H460,0
Clofarabine,Lapatinib,PC-3,0
Clofarabine,Lapatinib,RPMI-8226,0
Clofarabine,Lapatinib,T-47D,0
Clofarabine,Lapatinib,UO-31,0
Clofarabine,Sorafenib,HS 578T,0
Clofarabine,Sorafenib,HT29,0
Clofarabine,Sorafenib,IGROV1,0
Clofarabine,Sorafenib,LOX IMVI,0
Clofarabine,Sorafenib,MCF7,0
Clofarabine,Sorafenib,NCI-H460,0
Clofarabine,Sorafenib,PC-3,0
Clofarabine,Sorafenib,RPMI-8226,0
Clofarabine,Sorafenib,SK-MEL-2,0
Clofarabine,Sorafenib,T-47D,1
Clofarabine,Sorafenib,UO-31,0
Clofarabine,Lenalidomide,HS 578T,0
Clofarabine,Lenalidomide,HT29,0
Clofarabine,Lenalidomide,IGROV1,1
Clofarabine,Lenalidomide,LOX IMVI,0
Clofarabine,Lenalidomide,MCF7,0
Clofarabine,Lenalidomide,NCI-H460,0
Clofarabine,Lenalidomide,PC-3,0
Clofarabine,Lenalidomide,RPMI-8226,1
Clofarabine,Lenalidomide,SK-MEL-2,0
Clofarabine,Lenalidomide,T-47D,0
Clofarabine,Lenalidomide,UO-31,0
Clofarabine,Capecitabine,HS 578T,0
Clofarabine,Capecitabine,HT29,1
Clofarabine,Capecitabine,IGROV1,1
Clofarabine,Capecitabine,LOX IMVI,0
Clofarabine,Capecitabine,MCF7,0
Clofarabine,Capecitabine,NCI-H460,0
Clofarabine,Capecitabine,PC-3,0
Clofarabine,Capecitabine,RPMI-8226,0
Clofarabine,Capecitabine,T-47D,0
Clofarabine,Capecitabine,UO-31,0
Clofarabine,Tretinoin,HS 578T,0
Clofarabine,Tretinoin,HT29,1
Clofarabine,Tretinoin,IGROV1,0
Clofarabine,Tretinoin,LOX IMVI,0
Clofarabine,Tretinoin,MCF7,1
Clofarabine,Tretinoin,NCI-H460,0
Clofarabine,Tretinoin,PC-3,0
Clofarabine,Tretinoin,RPMI-8226,0
Clofarabine,Tretinoin,T-47D,0
Clofarabine,Tretinoin,UO-31,0
Clofarabine,Decitabine,HS 578T,0
Clofarabine,Decitabine,HT29,0
Clofarabine,Decitabine,IGROV1,0
Clofarabine,Decitabine,LOX IMVI,0
Clofarabine,Decitabine,MCF7,0
Clofarabine,Decitabine,NCI-H460,1
Clofarabine,Decitabine,PC-3,0
Clofarabine,Decitabine,RPMI-8226,0
Clofarabine,Decitabine,T-47D,0
Clofarabine,Decitabine,UO-31,1
Clofarabine,Teniposide,HS 578T,0
Clofarabine,Teniposide,HT29,1
Clofarabine,Teniposide,IGROV1,0
Clofarabine,Teniposide,LOX IMVI,0
Clofarabine,Teniposide,MCF7,1
Clofarabine,Teniposide,NCI-H460,0
Clofarabine,Teniposide,PC-3,0
Clofarabine,Teniposide,RPMI-8226,0
Clofarabine,Teniposide,SK-MEL-2,0
Clofarabine,Teniposide,T-47D,0
Clofarabine,Teniposide,UO-31,0
Clofarabine,Dactinomycin,HS 578T,0
Clofarabine,Dactinomycin,HT29,1
Clofarabine,Dactinomycin,IGROV1,0
Clofarabine,Dactinomycin,LOX IMVI,0
Clofarabine,Dactinomycin,MCF7,0
Clofarabine,Dactinomycin,NCI-H460,0
Clofarabine,Dactinomycin,PC-3,0
Clofarabine,Dactinomycin,RPMI-8226,1
Clofarabine,Dactinomycin,T-47D,0
Clofarabine,Dactinomycin,UO-31,0
Clofarabine,Nilotinib,HS 578T,0
Clofarabine,Nilotinib,HT29,1
Clofarabine,Nilotinib,IGROV1,0
Clofarabine,Nilotinib,LOX IMVI,0
Clofarabine,Nilotinib,MCF7,0
Clofarabine,Nilotinib,NCI-H460,0
Clofarabine,Nilotinib,PC-3,0
Clofarabine,Nilotinib,RPMI-8226,1
Clofarabine,Nilotinib,T-47D,0
Clofarabine,Nilotinib,UO-31,0
Clofarabine,2-fluoroAraA (fludarabine),HS 578T,0
Clofarabine,2-fluoroAraA (fludarabine),HT29,1
Clofarabine,2-fluoroAraA (fludarabine),IGROV1,0
Clofarabine,2-fluoroAraA (fludarabine),LOX IMVI,1
Clofarabine,2-fluoroAraA (fludarabine),MCF7,0
Clofarabine,2-fluoroAraA (fludarabine),NCI-H460,1
Clofarabine,2-fluoroAraA (fludarabine),PC-3,0
Clofarabine,2-fluoroAraA (fludarabine),RPMI-8226,1
Clofarabine,2-fluoroAraA (fludarabine),T-47D,0
Clofarabine,2-fluoroAraA (fludarabine),UO-31,0
Clofarabine,Mercaptopurine,HS 578T,0
Clofarabine,Mercaptopurine,HT29,0
Clofarabine,Mercaptopurine,IGROV1,0
Clofarabine,Mercaptopurine,LOX IMVI,0
Clofarabine,Mercaptopurine,MCF7,0
Clofarabine,Mercaptopurine,NCI-H460,0
Clofarabine,Mercaptopurine,PC-3,0
Clofarabine,Mercaptopurine,RPMI-8226,0
Clofarabine,Mercaptopurine,T-47D,0
Clofarabine,Mercaptopurine,UO-31,0
Clofarabine,Dasatinib,HS 578T,1
Clofarabine,Dasatinib,HT29,0
Clofarabine,Dasatinib,IGROV1,0
Clofarabine,Dasatinib,LOX IMVI,0
Clofarabine,Dasatinib,MCF7,0
Clofarabine,Dasatinib,NCI-H460,0
Clofarabine,Dasatinib,PC-3,1
Clofarabine,Dasatinib,RPMI-8226,1
Clofarabine,Dasatinib,T-47D,0
Clofarabine,Dasatinib,UO-31,1
Clofarabine,Sirolimus (rapamycin),HS 578T,1
Clofarabine,Sirolimus (rapamycin),HT29,0
Clofarabine,Sirolimus (rapamycin),IGROV1,0
Clofarabine,Sirolimus (rapamycin),LOX IMVI,0
Clofarabine,Sirolimus (rapamycin),MCF7,0
Clofarabine,Sirolimus (rapamycin),NCI-H460,0
Clofarabine,Sirolimus (rapamycin),PC-3,0
Clofarabine,Sirolimus (rapamycin),RPMI-8226,0
Clofarabine,Sirolimus (rapamycin),T-47D,0
Clofarabine,Sirolimus (rapamycin),UO-31,1
Clofarabine,Sunitinib,HS 578T,0
Clofarabine,Sunitinib,HT29,0
Clofarabine,Sunitinib,IGROV1,0
Clofarabine,Sunitinib,LOX IMVI,0
Clofarabine,Sunitinib,MCF7,0
Clofarabine,Sunitinib,NCI-H460,0
Clofarabine,Sunitinib,PC-3,0
Clofarabine,Sunitinib,RPMI-8226,0
Clofarabine,Sunitinib,T-47D,1
Clofarabine,Sunitinib,UO-31,0
Clofarabine,Axitinib,HS 578T,0
Clofarabine,Axitinib,HT29,0
Clofarabine,Axitinib,IGROV1,1
Clofarabine,Axitinib,LOX IMVI,0
Clofarabine,Axitinib,MCF7,0
Clofarabine,Axitinib,NCI-H460,1
Clofarabine,Axitinib,PC-3,0
Clofarabine,Axitinib,RPMI-8226,0
Clofarabine,Axitinib,SK-MEL-2,0
Clofarabine,Axitinib,T-47D,1
Clofarabine,Axitinib,UO-31,0
Clofarabine,Crizotinib,HS 578T,0
Clofarabine,Crizotinib,HT29,0
Clofarabine,Crizotinib,IGROV1,0
Clofarabine,Crizotinib,LOX IMVI,0
Clofarabine,Crizotinib,MCF7,0
Clofarabine,Crizotinib,NCI-H460,1
Clofarabine,Crizotinib,PC-3,1
Clofarabine,Crizotinib,RPMI-8226,0
Clofarabine,Crizotinib,SK-MEL-2,0
Clofarabine,Crizotinib,T-47D,1
Clofarabine,Crizotinib,UO-31,1
Clofarabine,Ruxolitinib,HS 578T,0
Clofarabine,Ruxolitinib,HT29,0
Clofarabine,Ruxolitinib,IGROV1,0
Clofarabine,Ruxolitinib,LOX IMVI,0
Clofarabine,Ruxolitinib,MCF7,0
Clofarabine,Ruxolitinib,NCI-H460,1
Clofarabine,Ruxolitinib,PC-3,0
Clofarabine,Ruxolitinib,RPMI-8226,1
Clofarabine,Ruxolitinib,SK-MEL-2,0
Clofarabine,Ruxolitinib,T-47D,0
Clofarabine,Ruxolitinib,UO-31,1
Clofarabine,Vemurafenib,HS 578T,0
Clofarabine,Vemurafenib,HT29,1
Clofarabine,Vemurafenib,IGROV1,0
Clofarabine,Vemurafenib,LOX IMVI,1
Clofarabine,Vemurafenib,MCF7,0
Clofarabine,Vemurafenib,NCI-H460,0
Clofarabine,Vemurafenib,PC-3,0
Clofarabine,Vemurafenib,RPMI-8226,0
Clofarabine,Vemurafenib,SK-MEL-2,0
Clofarabine,Vemurafenib,T-47D,1
Clofarabine,Vemurafenib,UO-31,0
Clofarabine,Everolimus,HS 578T,0
Clofarabine,Everolimus,HT29,0
Clofarabine,Everolimus,IGROV1,0
Clofarabine,Everolimus,LOX IMVI,0
Clofarabine,Everolimus,MCF7,1
Clofarabine,Everolimus,NCI-H460,0
Clofarabine,Everolimus,PC-3,0
Clofarabine,Everolimus,RPMI-8226,0
Clofarabine,Everolimus,T-47D,0
Clofarabine,Everolimus,UO-31,0
Clofarabine,Dacarbazine,HS 578T,0
Clofarabine,Dacarbazine,HT29,0
Clofarabine,Dacarbazine,IGROV1,0
Clofarabine,Dacarbazine,LOX IMVI,0
Clofarabine,Dacarbazine,MCF7,0
Clofarabine,Dacarbazine,NCI-H460,0
Clofarabine,Dacarbazine,PC-3,0
Clofarabine,Dacarbazine,RPMI-8226,1
Clofarabine,Dacarbazine,SK-MEL-2,0
Clofarabine,Dacarbazine,T-47D,0
Clofarabine,Dacarbazine,UO-31,0
Clofarabine,Allopurinol,HS 578T,1
Clofarabine,Allopurinol,HT29,0
Clofarabine,Allopurinol,IGROV1,0
Clofarabine,Allopurinol,LOX IMVI,0
Clofarabine,Allopurinol,MCF7,0
